Age,Weight,Breed,Gender,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease
15.0,3.8,Maine Coon,Male,lethargy,loss of appetite,vomiting,none,2,yes,yes,no,no,no,no,no,no,no,39.0,160,gastritis
12.0,2.6,Persian,Male,diarrhea,eye discharge,increased thirst,lethargy,3,no,no,yes,no,no,no,no,no,yes,38.3,174,chronic kidney disease
11.0,3.2,Bengal,Male,bloated abdomen,diarrhea,increased thirst,weight loss,4,no,no,yes,no,no,no,no,no,no,38.6,179,chronic kidney disease
4.0,3.4,Indian Domestic,Female,lethargy,loss of appetite,pale gums,weakness,3,yes,no,no,no,no,no,no,no,no,38.2,162,anemia
1.0,3.0,Maine Coon,Male,dry gums,lethargy,pale gums,sunken eyes,3,no,no,no,no,no,no,no,no,yes,39.1,204,anemia
14.0,3.2,Indian Domestic,Male,blood in urine,frequent urination,painful urination,pale gums,4,no,yes,no,no,no,no,no,no,no,39.1,192,anemia
1.0,4.2,Maine Coon,Female,diarrhea,fever,lethargy,pale gums,2,no,yes,yes,no,no,no,no,no,yes,39.5,242,anemia
11.0,2.8,Maine Coon,Female,eye discharge,lethargy,squinting,weight loss,1,no,no,no,no,no,no,no,no,yes,38.4,191,chronic kidney disease
13.0,5.3,Bengal,Male,itching,loss of appetite,pale gums,red skin,4,yes,yes,no,no,no,no,yes,no,no,38.4,191,anemia
4.0,5.3,Siamese,Male,lethargy,pale gums,none,none,3,no,no,no,no,no,no,no,no,no,38.2,173,anemia
2.0,5.8,Bengal,Female,hair loss,itching,lethargy,none,3,no,no,no,no,no,no,yes,no,no,38.4,183,feline panleukopenia
8.0,6.9,Persian,Male,diarrhea,fever,hair loss,lethargy,2,no,yes,yes,no,no,no,yes,no,no,39.5,217,dehydration
13.0,5.2,Persian,Male,eye discharge,red eyes,squinting,weight loss,14,no,no,no,no,no,no,no,no,yes,38.6,176,feline conjunctivitis
11.0,3.4,Bengal,Female,pale gums,none,none,none,3,no,no,no,no,no,no,no,no,no,38.7,191,anemia
4.0,4.7,Bengal,Male,diarrhea,fever,lethargy,vomiting,1,no,yes,yes,no,no,no,no,no,no,39.5,212,anemia
9.0,6.9,Indian Domestic,Female,fever,hair loss,itching,lethargy,2,no,no,no,yes,no,no,yes,yes,no,39.5,213,gastritis
12.0,4.7,Persian,Male,lethargy,none,none,none,2,no,no,no,no,no,no,no,no,no,38.1,161,anemia
7.0,6.3,Indian Domestic,Male,pale gums,none,none,none,1,no,no,no,no,no,no,no,no,no,38.1,193,anemia
6.0,5.5,Siamese,Female,bloated abdomen,diarrhea,increased thirst,lethargy,2,no,no,yes,no,no,no,no,no,no,37.9,197,chronic kidney disease
14.0,3.0,Maine Coon,Female,hair loss,itching,pale gums,red skin,2,no,no,no,yes,no,no,yes,no,no,38.6,177,anemia
14.0,2.5,Bengal,Female,frequent urination,lethargy,loss of appetite,painful urination,5,yes,yes,no,no,no,no,no,no,no,38.4,192,gastritis
11.0,5.4,Indian Domestic,Male,hair loss,itching,lethargy,red eyes,3,no,no,no,no,no,no,yes,no,yes,38.6,179,feline conjunctivitis
9.0,6.9,Persian,Female,nasal discharge,none,none,none,1,no,no,no,no,no,no,no,yes,no,38.6,179,upper respiratory infection
4.0,3.2,Siamese,Male,blood in urine,painful urination,none,none,3,no,no,no,no,no,no,no,no,no,38.4,189,urinary tract infection
1.0,3.5,Persian,Female,bloated abdomen,diarrhea,weight loss,none,4,no,no,yes,no,no,no,no,no,no,38.6,185,worm infestation
12.0,5.3,Maine Coon,Male,diarrhea,fever,lethargy,vomiting,4,no,yes,yes,no,no,no,no,no,no,39.5,225,feline panleukopenia
7.0,5.6,Bengal,Female,fever,lethargy,loss of appetite,nasal discharge,1,yes,yes,no,yes,no,no,no,yes,no,39.5,187,feline panleukopenia
11.0,5.0,Maine Coon,Female,dry gums,lethargy,sunken eyes,none,2,no,no,no,no,no,no,no,no,yes,38.2,169,dehydration
2.0,4.0,Bengal,Male,eye discharge,red eyes,none,none,7,no,no,no,no,no,no,no,no,yes,38.2,210,feline conjunctivitis
3.0,6.9,Maine Coon,Male,bloated abdomen,diarrhea,lethargy,squinting,3,no,no,yes,no,no,no,no,no,yes,38.2,191,dehydration
15.0,4.9,Persian,Female,diarrhea,dry gums,eye discharge,lethargy,1,no,no,yes,no,no,no,no,no,yes,38.3,162,dehydration
9.0,4.0,Siamese,Female,eye discharge,itching,red eyes,red skin,7,no,no,no,no,no,no,yes,no,yes,38.5,165,feline conjunctivitis
7.0,3.3,Persian,Male,itching,lethargy,none,none,3,no,no,no,no,no,no,yes,no,no,38.0,195,chronic kidney disease
8.0,5.8,Bengal,Female,bloated abdomen,lethargy,weight loss,none,1,no,no,no,no,no,no,no,no,no,38.2,186,chronic kidney disease
11.0,6.8,Indian Domestic,Male,sunken eyes,none,none,none,10,no,no,no,no,no,no,no,no,yes,38.7,162,dehydration
8.0,4.4,Siamese,Female,bloated abdomen,dry gums,weight loss,none,3,no,no,no,no,no,no,no,no,no,38.5,170,dehydration
3.0,3.2,Bengal,Female,blood in urine,dry gums,frequent urination,hair loss,4,no,no,no,no,no,no,yes,no,yes,38.2,182,dehydration
5.0,3.5,Indian Domestic,Male,eye discharge,increased thirst,lethargy,squinting,3,no,no,no,no,no,no,no,no,yes,38.7,198,chronic kidney disease
6.0,4.9,Indian Domestic,Female,dry gums,hair loss,itching,red eyes,3,no,no,no,no,no,no,yes,no,yes,38.3,166,dehydration
3.0,2.8,Maine Coon,Female,blood in urine,frequent urination,painful urination,none,2,no,no,no,no,no,no,no,no,no,38.4,170,urinary tract infection
5.0,6.6,Maine Coon,Male,lethargy,pale gums,weakness,none,5,no,no,no,no,no,no,no,no,no,38.8,164,anemia
10.0,6.5,Bengal,Female,eye discharge,frequent urination,hair loss,itching,5,no,no,no,no,no,no,yes,no,yes,39.3,188,feline conjunctivitis
9.0,5.9,Persian,Female,bloated abdomen,diarrhea,weight loss,none,1,no,no,yes,no,no,no,no,no,no,38.6,163,worm infestation
15.0,3.6,Indian Domestic,Female,diarrhea,dry gums,fever,lethargy,3,no,yes,yes,no,no,no,no,no,yes,39.5,202,dehydration
1.0,4.9,Maine Coon,Female,dry gums,increased thirst,lethargy,vomiting,7,no,yes,no,no,no,no,no,no,no,39.0,213,chronic kidney disease
6.0,6.2,Siamese,Female,lethargy,weight loss,none,none,4,no,no,no,no,no,no,no,no,no,37.8,186,chronic kidney disease
10.0,3.0,Persian,Female,fever,hair loss,itching,lethargy,3,no,no,no,no,no,no,yes,yes,no,39.5,192,anemia
8.0,3.3,Siamese,Female,bloated abdomen,diarrhea,eye discharge,loss of appetite,5,yes,no,yes,no,no,no,no,no,yes,38.2,178,feline conjunctivitis
10.0,6.8,Siamese,Male,hair loss,increased thirst,itching,red skin,1,no,no,no,no,no,no,yes,no,no,38.3,170,chronic kidney disease
7.0,5.9,Maine Coon,Female,frequent urination,itching,loss of appetite,none,2,yes,no,no,no,no,no,yes,no,no,38.7,173,gastritis
5.0,4.4,Maine Coon,Male,fever,lethargy,vomiting,none,4,no,yes,no,no,no,no,no,no,no,39.5,204,feline panleukopenia
1.0,6.5,Siamese,Female,blood in urine,dry gums,fever,painful urination,5,no,no,no,no,no,no,no,no,yes,39.5,252,dehydration
3.0,4.9,Persian,Male,eye discharge,squinting,none,none,2,no,no,no,no,no,no,no,no,yes,38.6,190,feline conjunctivitis
6.0,4.9,Siamese,Male,lethargy,weight loss,none,none,1,no,no,no,no,no,no,no,no,no,38.5,162,chronic kidney disease
12.0,4.3,Maine Coon,Male,blood in urine,frequent urination,lethargy,pale gums,3,no,no,no,no,no,no,no,no,no,38.5,179,anemia
7.0,4.1,Indian Domestic,Male,dry gums,hair loss,itching,lethargy,1,no,no,no,no,no,no,yes,no,no,38.8,186,anemia
3.0,6.2,Persian,Female,diarrhea,fever,frequent urination,none,5,no,no,yes,no,no,no,no,no,no,39.5,210,feline panleukopenia
1.0,5.0,Maine Coon,Male,hair loss,red skin,none,none,10,no,no,no,no,no,no,yes,no,no,38.5,191,skin allergy
8.0,3.5,Persian,Male,weight loss,none,none,none,4,no,no,no,no,no,no,no,no,no,38.1,183,worm infestation
8.0,5.3,Siamese,Female,lethargy,loss of appetite,sunken eyes,none,3,yes,no,no,no,no,no,no,no,yes,38.4,196,dehydration
4.0,6.6,Persian,Male,red skin,none,none,none,3,no,no,no,no,no,no,no,no,no,38.9,166,skin allergy
8.0,3.9,Indian Domestic,Female,bloated abdomen,blood in urine,diarrhea,frequent urination,4,no,no,yes,no,no,no,no,no,no,38.3,194,chronic kidney disease
10.0,6.2,Persian,Male,pale gums,none,none,none,7,no,no,no,no,no,no,no,no,no,38.8,171,anemia
13.0,2.9,Bengal,Female,frequent urination,increased thirst,lethargy,loss of appetite,14,yes,no,no,no,no,no,no,no,no,38.4,167,chronic kidney disease
2.0,5.7,Persian,Male,blood in urine,dry gums,frequent urination,lethargy,5,no,no,no,no,no,no,no,no,yes,38.4,206,anemia
11.0,6.0,Persian,Male,bloated abdomen,diarrhea,hair loss,red skin,2,no,no,yes,no,no,no,yes,no,no,39.1,163,skin allergy
5.0,6.8,Bengal,Male,eye discharge,increased thirst,red eyes,squinting,5,no,no,no,no,no,no,no,no,yes,38.2,192,chronic kidney disease
1.0,3.6,Maine Coon,Female,frequent urination,weight loss,none,none,3,no,no,no,no,no,no,no,no,no,38.5,219,urinary tract infection
12.0,5.0,Siamese,Male,dry gums,hair loss,itching,lethargy,4,no,no,no,yes,no,no,yes,yes,no,38.6,185,dehydration
10.0,3.7,Siamese,Female,blood in urine,frequent urination,painful urination,pale gums,2,no,no,no,no,no,no,no,no,no,38.4,166,anemia
8.0,4.4,Siamese,Male,lethargy,loss of appetite,vomiting,none,1,yes,yes,no,no,no,no,no,no,no,38.8,182,gastritis
2.0,3.4,Bengal,Female,bloated abdomen,pale gums,weakness,weight loss,3,no,no,no,no,no,no,no,no,no,38.7,183,anemia
8.0,4.3,Siamese,Male,blood in urine,dry gums,nasal discharge,sneezing,4,no,no,no,yes,no,no,no,yes,no,38.6,167,dehydration
1.0,5.7,Siamese,Female,eye discharge,loss of appetite,nasal discharge,red eyes,5,yes,no,no,yes,no,no,no,yes,yes,38.6,208,feline conjunctivitis
11.0,3.5,Indian Domestic,Female,diarrhea,lethargy,squinting,none,2,no,no,yes,no,no,no,no,no,no,38.9,178,dehydration
14.0,6.7,Indian Domestic,Male,diarrhea,fever,lethargy,vomiting,5,no,yes,yes,no,no,no,no,no,no,39.5,205,feline panleukopenia
9.0,5.2,Siamese,Female,blood in urine,none,none,none,3,no,no,no,no,no,no,no,no,no,38.4,166,urinary tract infection
5.0,5.2,Maine Coon,Female,fever,red eyes,none,none,4,no,no,no,no,no,no,no,no,yes,39.5,215,feline conjunctivitis
2.0,6.5,Indian Domestic,Male,lethargy,red eyes,none,none,2,no,no,no,no,no,no,no,no,yes,38.8,185,chronic kidney disease
6.0,6.2,Persian,Female,blood in urine,frequent urination,hair loss,painful urination,2,no,yes,no,no,no,no,yes,no,no,39.0,186,gastritis
12.0,3.1,Persian,Female,bloated abdomen,dry gums,frequent urination,lethargy,3,no,no,no,no,no,no,no,no,yes,38.4,174,dehydration
7.0,5.3,Maine Coon,Male,bloated abdomen,dry gums,lethargy,sunken eyes,5,no,no,no,no,no,no,no,no,yes,38.6,185,dehydration
9.0,2.8,Bengal,Male,fever,hair loss,nasal discharge,sneezing,1,no,no,no,yes,no,no,yes,yes,no,39.5,213,chronic kidney disease
9.0,3.7,Maine Coon,Female,red eyes,squinting,weight loss,none,4,no,no,no,no,no,no,no,no,yes,38.5,162,feline conjunctivitis
12.0,4.4,Bengal,Female,diarrhea,dry gums,itching,lethargy,2,no,no,yes,no,no,no,yes,no,yes,38.4,193,dehydration
7.0,2.9,Bengal,Female,nasal discharge,none,none,none,2,no,no,no,no,no,no,no,yes,no,38.7,185,upper respiratory infection
11.0,4.7,Siamese,Female,diarrhea,eye discharge,lethargy,red eyes,4,no,no,yes,no,no,no,no,no,yes,37.9,168,anemia
2.0,4.7,Bengal,Female,fever,lethargy,nasal discharge,sneezing,1,no,no,no,yes,no,no,no,yes,no,39.5,225,chronic kidney disease
9.0,4.9,Maine Coon,Female,diarrhea,fever,lethargy,nasal discharge,7,no,no,yes,no,no,no,no,yes,no,39.5,229,feline panleukopenia
3.0,3.4,Persian,Male,fever,lethargy,vomiting,none,4,no,yes,no,no,no,no,no,no,no,39.5,211,chronic kidney disease
7.0,6.7,Siamese,Female,red skin,none,none,none,7,no,no,no,no,no,no,no,no,no,38.5,186,skin allergy
1.0,6.9,Siamese,Female,bloated abdomen,eye discharge,lethargy,red eyes,3,no,yes,no,no,no,no,no,no,yes,38.5,198,feline conjunctivitis
14.0,4.2,Maine Coon,Male,nasal discharge,sneezing,none,none,5,no,no,no,yes,no,no,no,yes,no,38.2,181,upper respiratory infection
8.0,2.8,Indian Domestic,Female,dry gums,increased thirst,lethargy,nasal discharge,2,no,no,no,no,no,no,no,yes,yes,38.3,189,chronic kidney disease
3.0,6.7,Maine Coon,Male,fever,nasal discharge,sneezing,none,7,no,no,no,yes,no,no,no,yes,no,39.5,208,upper respiratory infection
12.0,4.8,Siamese,Female,eye discharge,none,none,none,2,no,no,no,no,no,no,no,no,yes,38.5,196,feline conjunctivitis
10.0,3.1,Bengal,Male,blood in urine,frequent urination,lethargy,loss of appetite,4,yes,yes,no,no,no,no,no,no,no,38.8,171,gastritis
3.0,6.1,Persian,Female,bloated abdomen,eye discharge,fever,red eyes,5,no,no,no,no,no,no,no,no,yes,39.5,198,feline conjunctivitis
10.0,4.9,Maine Coon,Male,increased thirst,lethargy,nasal discharge,none,3,no,no,no,no,no,no,no,yes,no,38.3,163,chronic kidney disease
3.0,3.3,Indian Domestic,Male,fever,lethargy,nasal discharge,sneezing,2,no,yes,no,yes,no,no,no,yes,yes,39.5,189,dehydration
6.0,2.5,Indian Domestic,Male,hair loss,weight loss,none,none,2,no,no,no,no,no,no,yes,no,no,38.0,171,skin allergy
3.0,5.2,Indian Domestic,Female,hair loss,itching,red skin,none,4,no,no,no,no,no,no,yes,no,no,38.7,161,skin allergy
5.0,5.7,Bengal,Female,bloated abdomen,diarrhea,dry gums,lethargy,7,no,no,yes,no,no,no,no,no,yes,38.6,183,anemia
8.0,5.5,Persian,Male,eye discharge,none,none,none,5,no,no,no,no,no,no,no,no,yes,38.8,167,feline conjunctivitis
5.0,4.2,Indian Domestic,Male,red eyes,squinting,none,none,1,no,no,no,no,no,no,no,no,yes,38.7,161,feline conjunctivitis
3.0,6.7,Siamese,Male,lethargy,red eyes,squinting,weakness,3,no,no,no,no,no,no,no,no,yes,38.3,199,anemia
12.0,3.6,Maine Coon,Female,pale gums,weakness,none,none,5,no,no,no,no,no,no,no,no,no,38.3,193,anemia
11.0,3.7,Indian Domestic,Male,lethargy,loss of appetite,pale gums,none,3,yes,no,no,no,no,no,no,no,no,38.5,164,anemia
12.0,6.3,Maine Coon,Female,increased thirst,lethargy,weight loss,none,1,no,no,no,no,no,no,no,no,no,38.6,193,chronic kidney disease
7.0,5.1,Siamese,Male,bloated abdomen,blood in urine,dry gums,painful urination,5,no,no,no,no,no,no,no,no,no,38.7,182,dehydration
10.0,4.3,Indian Domestic,Female,bloated abdomen,diarrhea,none,none,3,no,no,yes,no,no,no,no,no,no,38.0,177,worm infestation
15.0,3.7,Indian Domestic,Male,lethargy,vomiting,none,none,4,no,yes,no,no,no,no,no,no,no,38.3,184,gastritis
11.0,6.7,Persian,Female,eye discharge,lethargy,painful urination,pale gums,5,no,no,no,no,no,no,no,no,yes,39.1,185,anemia
11.0,2.5,Bengal,Male,blood in urine,fever,frequent urination,lethargy,3,yes,yes,no,no,no,no,no,yes,no,39.5,212,gastritis
12.0,4.4,Maine Coon,Male,fever,vomiting,none,none,3,no,yes,no,no,no,no,no,no,no,39.5,191,feline panleukopenia
7.0,6.1,Bengal,Female,hair loss,red skin,none,none,3,no,no,no,no,no,no,yes,no,no,38.2,186,skin allergy
10.0,5.2,Siamese,Female,blood in urine,frequent urination,lethargy,painful urination,10,no,no,no,no,no,no,no,no,yes,38.9,180,dehydration
4.0,6.8,Persian,Male,eye discharge,none,none,none,3,no,no,no,no,no,no,no,no,yes,38.7,162,feline conjunctivitis
1.0,3.0,Maine Coon,Male,bloated abdomen,fever,nasal discharge,weight loss,2,no,no,no,no,no,no,no,yes,no,39.5,223,upper respiratory infection
3.0,4.2,Maine Coon,Female,diarrhea,dry gums,increased thirst,lethargy,1,no,yes,yes,no,no,no,no,no,yes,38.4,198,chronic kidney disease
12.0,2.6,Maine Coon,Female,dry gums,frequent urination,lethargy,sunken eyes,2,no,no,no,no,no,no,no,no,yes,38.3,179,dehydration
12.0,7.0,Bengal,Male,bloated abdomen,diarrhea,increased thirst,lethargy,2,no,no,yes,no,no,no,no,no,no,38.0,168,chronic kidney disease
10.0,4.8,Bengal,Male,hair loss,itching,nasal discharge,red skin,3,no,no,no,no,no,no,yes,yes,no,38.7,160,skin allergy
10.0,5.2,Persian,Male,blood in urine,dry gums,lethargy,painful urination,1,no,no,no,no,no,no,no,no,yes,38.4,192,dehydration
1.0,6.7,Maine Coon,Female,lethargy,none,none,none,3,no,no,no,no,no,no,no,no,no,38.3,200,anemia
7.0,3.8,Siamese,Male,eye discharge,lethargy,loss of appetite,vomiting,2,yes,yes,no,no,no,no,no,no,yes,38.5,163,feline conjunctivitis
8.0,4.5,Maine Coon,Female,bloated abdomen,blood in urine,diarrhea,frequent urination,3,no,no,yes,no,no,no,no,no,yes,38.7,164,feline conjunctivitis
3.0,2.8,Indian Domestic,Female,bloated abdomen,diarrhea,lethargy,loss of appetite,2,yes,no,yes,no,no,no,no,no,no,38.8,179,gastritis
8.0,6.7,Maine Coon,Female,blood in urine,lethargy,loss of appetite,red eyes,4,yes,yes,no,no,no,no,no,no,yes,38.5,199,feline conjunctivitis
7.0,2.7,Siamese,Female,red eyes,none,none,none,1,no,no,no,no,no,no,no,no,yes,38.3,176,feline conjunctivitis
6.0,6.9,Indian Domestic,Female,dry gums,frequent urination,lethargy,sunken eyes,3,no,no,no,no,no,no,no,no,yes,38.0,196,dehydration
3.0,3.4,Siamese,Male,lethargy,red eyes,none,none,4,no,no,no,no,no,no,no,no,yes,38.0,192,chronic kidney disease
1.0,3.2,Bengal,Male,diarrhea,none,none,none,10,no,no,yes,no,no,no,no,no,no,38.8,212,worm infestation
5.0,6.0,Bengal,Male,fever,lethargy,loss of appetite,vomiting,1,yes,yes,no,no,no,no,no,no,no,39.5,206,anemia
14.0,2.8,Maine Coon,Male,bloated abdomen,diarrhea,fever,lethargy,2,yes,no,yes,yes,no,no,no,no,no,39.5,194,gastritis
10.0,2.9,Indian Domestic,Female,loss of appetite,red eyes,sneezing,squinting,4,yes,no,no,yes,no,no,no,no,yes,38.4,178,feline conjunctivitis
10.0,3.0,Bengal,Female,blood in urine,diarrhea,fever,frequent urination,2,no,yes,yes,no,no,no,no,yes,no,39.5,192,feline panleukopenia
2.0,6.5,Indian Domestic,Female,blood in urine,frequent urination,painful urination,none,4,no,no,no,no,no,no,no,no,no,38.2,182,urinary tract infection
15.0,3.1,Bengal,Male,itching,red skin,none,none,1,no,no,no,no,no,no,yes,no,no,38.7,186,skin allergy
12.0,4.1,Bengal,Male,bloated abdomen,diarrhea,eye discharge,lethargy,4,no,yes,yes,no,no,no,no,no,yes,38.4,174,feline conjunctivitis
1.0,4.9,Persian,Female,dry gums,lethargy,none,none,3,no,no,no,no,no,no,no,no,no,38.6,214,dehydration
14.0,3.8,Persian,Female,eye discharge,lethargy,pale gums,red eyes,4,no,no,no,no,no,no,no,no,yes,38.7,164,anemia
12.0,5.3,Maine Coon,Female,bloated abdomen,blood in urine,diarrhea,frequent urination,7,no,no,yes,no,no,no,yes,no,no,38.5,165,skin allergy
10.0,3.6,Maine Coon,Female,blood in urine,painful urination,none,none,1,no,no,no,no,no,no,no,no,no,38.3,176,urinary tract infection
6.0,4.9,Persian,Male,lethargy,loss of appetite,pale gums,squinting,2,yes,no,no,no,no,no,no,no,no,39.3,161,anemia
13.0,4.7,Maine Coon,Male,lethargy,none,none,none,1,no,no,no,no,no,no,no,no,no,38.4,182,feline panleukopenia
7.0,6.1,Persian,Female,eye discharge,fever,hair loss,itching,2,no,no,no,no,no,no,yes,no,yes,39.5,222,feline conjunctivitis
1.0,3.5,Persian,Male,bloated abdomen,diarrhea,hair loss,lethargy,5,no,no,yes,no,no,no,yes,no,yes,38.3,206,dehydration
5.0,5.3,Indian Domestic,Male,increased thirst,lethargy,weight loss,none,2,no,no,no,no,no,no,no,no,no,39.0,172,chronic kidney disease
11.0,6.9,Siamese,Female,red skin,none,none,none,4,no,no,no,no,no,no,no,no,no,38.9,192,skin allergy
10.0,6.2,Maine Coon,Male,eye discharge,lethargy,red eyes,squinting,5,no,no,no,no,no,no,no,no,yes,38.4,196,anemia
14.0,4.3,Bengal,Female,red skin,none,none,none,3,no,no,no,no,no,no,no,no,no,38.7,174,skin allergy
15.0,3.8,Indian Domestic,Male,loss of appetite,vomiting,none,none,3,yes,yes,no,no,no,no,no,no,no,38.0,188,gastritis
7.0,3.4,Persian,Male,diarrhea,fever,lethargy,squinting,4,no,yes,yes,no,no,no,no,no,no,39.5,197,feline conjunctivitis
15.0,5.4,Siamese,Female,fever,lethargy,loss of appetite,vomiting,3,yes,yes,no,no,no,no,no,no,no,39.5,202,feline panleukopenia
7.0,5.3,Persian,Male,fever,nasal discharge,none,none,2,no,no,no,no,no,no,no,yes,no,39.5,186,upper respiratory infection
12.0,5.1,Persian,Female,bloated abdomen,diarrhea,fever,lethargy,3,no,no,yes,no,no,no,no,no,no,39.5,211,feline panleukopenia
14.0,6.3,Indian Domestic,Female,bloated abdomen,lethargy,weight loss,none,1,no,no,no,no,no,no,no,no,no,38.0,187,anemia
4.0,4.6,Bengal,Female,fever,nasal discharge,pale gums,none,3,no,no,no,no,no,no,no,yes,no,39.5,198,anemia
4.0,2.7,Persian,Male,lethargy,pale gums,vomiting,weakness,14,no,yes,no,no,no,no,no,no,no,38.3,178,anemia
2.0,6.7,Siamese,Male,increased thirst,lethargy,squinting,sunken eyes,4,no,no,no,no,no,no,no,no,yes,38.5,181,chronic kidney disease
7.0,4.5,Persian,Male,dry gums,increased thirst,lethargy,sunken eyes,3,no,no,no,no,no,no,no,no,yes,38.2,198,anemia
8.0,6.3,Siamese,Female,dry gums,lethargy,none,none,2,no,no,no,no,no,no,no,no,no,38.2,160,dehydration
11.0,5.8,Indian Domestic,Female,increased thirst,red eyes,squinting,weight loss,4,no,no,no,no,no,no,no,no,yes,38.4,178,chronic kidney disease
6.0,3.3,Maine Coon,Female,dry gums,fever,increased thirst,lethargy,2,no,no,no,yes,no,no,no,yes,yes,39.5,218,chronic kidney disease
13.0,3.9,Bengal,Female,bloated abdomen,diarrhea,hair loss,lethargy,10,no,no,yes,no,no,no,yes,no,no,38.7,184,chronic kidney disease
8.0,7.0,Bengal,Male,blood in urine,frequent urination,hair loss,itching,5,no,no,no,no,no,no,yes,yes,no,38.4,199,skin allergy
1.0,3.5,Bengal,Female,increased thirst,lethargy,weight loss,none,2,no,no,no,no,no,no,no,no,no,38.5,195,chronic kidney disease
12.0,5.1,Siamese,Female,loss of appetite,red eyes,vomiting,none,2,yes,yes,no,no,no,no,no,no,yes,38.6,181,feline conjunctivitis
15.0,5.4,Siamese,Male,itching,red eyes,red skin,weakness,2,no,no,no,no,no,no,yes,no,yes,39.0,190,anemia
9.0,7.0,Bengal,Male,dry gums,lethargy,loss of appetite,pale gums,5,yes,yes,no,no,no,no,no,no,yes,39.2,177,anemia
6.0,6.4,Indian Domestic,Male,hair loss,weight loss,none,none,2,no,no,no,no,no,no,yes,no,no,38.3,162,chronic kidney disease
8.0,4.5,Siamese,Female,eye discharge,squinting,none,none,2,no,no,no,no,no,no,no,no,yes,38.3,170,feline conjunctivitis
4.0,6.0,Maine Coon,Female,frequent urination,painful urination,none,none,10,no,no,no,no,no,no,no,no,no,37.9,183,urinary tract infection
