age,gender,breed,weight,symptoms,diseases
12,female,siamese,5.1,"diarrhea, fever, lethargy, pale gums, vomiting, weakness","anemia, feline panleukopenia"
5,male,indian domestic,3.0,"bloated abdomen, diarrhea, dry gums, sunken eyes","dehydration, worm infestation"
7,male,siamese,6.6,"bloated abdomen, diarrhea, lethargy, vomiting, weight loss","feline panleukopenia, worm infestation"
3,female,bengal,3.5,"diarrhea, lethargy, vomiting",feline panleukopenia
7,female,maine coon,6.4,"frequent urination, itching, painful urination","skin allergy, urinary tract infection"
10,female,bengal,6.8,"blood in urine, increased thirst, lethargy, painful urination, weight loss","chronic kidney disease, urinary tract infection"
10,male,persian,3.6,"eye discharge, lethargy, loss of appetite, pale gums, squinting, vomiting","anemia, feline conjunctivitis, gastritis"
5,male,persian,6.2,"bloated abdomen, diarrhea, fever, lethargy, vomiting, weight loss","feline panleukopenia, worm infestation"
12,male,bengal,3.6,"bloated abdomen, diarrhea, fever, lethargy, nasal discharge, pale gums, sneezing, weakness, weight loss","anemia, upper respiratory infection, worm infestation"
14,female,bengal,5.0,"dry gums, fever, lethargy, pale gums, sneezing, sunken eyes, weakness","anemia, dehydration, upper respiratory infection"
2,male,bengal,6.4,"lethargy, loss of appetite, vomiting, weight loss","chronic kidney disease, gastritis"
15,male,bengal,4.7,"itching, painful urination","skin allergy, urinary tract infection"
13,male,siamese,4.1,"lethargy, pale gums, weakness",anemia
15,female,indian domestic,4.3,"hair loss, lethargy, weight loss","chronic kidney disease, skin allergy"
2,male,siamese,4.3,"bloated abdomen, diarrhea, lethargy","feline panleukopenia, worm infestation"
6,female,maine coon,5.1,"lethargy, loss of appetite, red eyes, squinting, vomiting","feline conjunctivitis, gastritis"
4,male,siamese,3.8,"eye discharge, squinting",feline conjunctivitis
1,female,indian domestic,4.1,"eye discharge, fever, nasal discharge, red eyes, squinting","feline conjunctivitis, upper respiratory infection"
3,female,indian domestic,5.4,"diarrhea, fever, increased thirst, lethargy, vomiting, weight loss","chronic kidney disease, feline panleukopenia, worm infestation"
4,male,persian,5.6,"diarrhea, lethargy, sunken eyes","dehydration, feline panleukopenia"
5,female,bengal,3.2,"blood in urine, dry gums, frequent urination, lethargy, painful urination, sunken eyes, weakness","anemia, dehydration, urinary tract infection"
6,female,maine coon,5.3,"fever, increased thirst, lethargy, nasal discharge, sneezing, weakness, weight loss","anemia, chronic kidney disease, upper respiratory infection"
5,male,persian,5.0,"dry gums, lethargy, squinting, sunken eyes","dehydration, feline conjunctivitis"
3,male,siamese,6.5,"increased thirst, lethargy, weight loss",chronic kidney disease
1,male,siamese,5.5,"fever, squinting","feline conjunctivitis, upper respiratory infection"
12,female,siamese,7.0,"blood in urine, frequent urination, painful urination",urinary tract infection
10,female,siamese,4.8,"fever, increased thirst, lethargy, pale gums, sneezing, weakness, weight loss","anemia, chronic kidney disease, upper respiratory infection"
12,male,persian,6.5,"hair loss, increased thirst, itching, red skin","chronic kidney disease, skin allergy"
15,female,persian,5.1,"dry gums, lethargy",dehydration
2,male,indian domestic,3.9,"increased thirst, lethargy, red skin, sunken eyes, weight loss","chronic kidney disease, dehydration, skin allergy"
8,female,siamese,4.2,"diarrhea, increased thirst, lethargy, squinting, vomiting, weight loss","chronic kidney disease, feline conjunctivitis, feline panleukopenia"
9,male,indian domestic,4.3,"diarrhea, fever, lethargy, weight loss","feline panleukopenia, worm infestation"
1,male,indian domestic,3.6,"hair loss, increased thirst, itching, lethargy, pale gums, red skin, weakness","anemia, chronic kidney disease, skin allergy"
2,female,bengal,6.4,"fever, nasal discharge, red eyes, sneezing, squinting","feline conjunctivitis, upper respiratory infection"
5,male,indian domestic,5.4,"diarrhea, fever, lethargy, vomiting, weakness","anemia, feline panleukopenia, worm infestation"
9,male,indian domestic,6.9,"blood in urine, fever, nasal discharge, painful urination","upper respiratory infection, urinary tract infection"
9,female,bengal,6.0,"loss of appetite, weight loss","gastritis, worm infestation"
11,male,bengal,4.0,"dry gums, hair loss, lethargy, red skin, sunken eyes, weight loss","dehydration, skin allergy, worm infestation"
7,female,indian domestic,5.6,"diarrhea, increased thirst, lethargy, weight loss","chronic kidney disease, worm infestation"
14,male,indian domestic,5.1,"blood in urine, frequent urination, painful urination",urinary tract infection
4,female,persian,5.0,"diarrhea, painful urination","urinary tract infection, worm infestation"
5,male,bengal,3.5,"blood in urine, frequent urination, lethargy, painful urination, weight loss","chronic kidney disease, urinary tract infection"
7,male,maine coon,4.2,"hair loss, itching, red skin",skin allergy
4,female,indian domestic,3.2,"dry gums, lethargy, sunken eyes",dehydration
1,male,siamese,5.7,"eye discharge, red eyes, squinting",feline conjunctivitis
11,male,persian,3.1,"eye discharge, loss of appetite","feline conjunctivitis, gastritis"
9,female,maine coon,4.0,"eye discharge, squinting",feline conjunctivitis
6,female,bengal,3.7,"fever, increased thirst, lethargy, nasal discharge, weight loss","chronic kidney disease, upper respiratory infection"
1,male,siamese,4.8,"bloated abdomen, diarrhea, eye discharge, increased thirst, weight loss","chronic kidney disease, feline conjunctivitis, worm infestation"
1,male,indian domestic,4.6,increased thirst,chronic kidney disease
1,male,maine coon,6.9,"diarrhea, vomiting",feline panleukopenia
12,male,bengal,5.5,"eye discharge, pale gums, red eyes, squinting","anemia, feline conjunctivitis"
11,female,bengal,6.0,"bloated abdomen, eye discharge, lethargy, red eyes, squinting, weakness, weight loss","anemia, feline conjunctivitis, worm infestation"
8,female,bengal,6.2,"fever, frequent urination, vomiting","feline panleukopenia, urinary tract infection"
10,male,siamese,6.2,"increased thirst, lethargy, sunken eyes, weight loss","chronic kidney disease, dehydration"
7,female,siamese,6.8,"loss of appetite, vomiting",gastritis
7,male,maine coon,6.9,"bloated abdomen, diarrhea, increased thirst, lethargy, weight loss","chronic kidney disease, gastritis, worm infestation"
8,female,siamese,7.0,"itching, red skin",skin allergy
15,female,indian domestic,7.0,"diarrhea, increased thirst, lethargy, vomiting, weight loss","chronic kidney disease, feline panleukopenia"
7,female,indian domestic,5.1,"eye discharge, frequent urination, nasal discharge, painful urination, red eyes, sneezing, squinting","feline conjunctivitis, upper respiratory infection, urinary tract infection"
13,female,maine coon,5.7,"hair loss, itching, lethargy, loss of appetite, pale gums, vomiting","anemia, gastritis, skin allergy"
11,male,maine coon,4.9,lethargy,anemia
1,male,bengal,5.3,"bloated abdomen, diarrhea, weight loss",worm infestation
8,male,persian,4.6,"increased thirst, lethargy, nasal discharge, sneezing, weight loss","chronic kidney disease, upper respiratory infection"
7,female,bengal,6.0,"blood in urine, dry gums, eye discharge, painful urination, red eyes, squinting, sunken eyes","dehydration, feline conjunctivitis, urinary tract infection"
3,male,siamese,5.9,"blood in urine, diarrhea, painful urination","urinary tract infection, worm infestation"
14,male,bengal,5.7,"lethargy, sunken eyes",dehydration
9,female,maine coon,5.7,"diarrhea, fever, loss of appetite, vomiting","feline panleukopenia, gastritis"
15,female,persian,3.7,"fever, lethargy, sneezing, vomiting","gastritis, upper respiratory infection"
11,male,bengal,5.8,"squinting, vomiting","feline conjunctivitis, feline panleukopenia"
6,female,maine coon,6.7,"increased thirst, lethargy, weight loss",chronic kidney disease
11,female,indian domestic,6.3,"hair loss, itching, loss of appetite, red skin, vomiting, weight loss","gastritis, skin allergy, worm infestation"
5,male,maine coon,3.0,"dry gums, frequent urination, lethargy, painful urination, sunken eyes","dehydration, urinary tract infection"
2,male,maine coon,4.2,"fever, vomiting",feline panleukopenia
2,female,persian,5.7,blood in urine,urinary tract infection
2,male,indian domestic,5.9,"diarrhea, eye discharge, fever, lethargy, pale gums, red eyes, squinting, vomiting","anemia, feline conjunctivitis, feline panleukopenia"
14,female,siamese,3.6,"lethargy, loss of appetite, pale gums, red skin, vomiting, weakness","anemia, gastritis, skin allergy"
7,female,persian,5.8,"bloated abdomen, diarrhea, eye discharge, red eyes, squinting, weight loss","feline conjunctivitis, worm infestation"
15,female,persian,2.7,"lethargy, loss of appetite, vomiting",gastritis
12,female,bengal,6.6,"frequent urination, hair loss, itching, lethargy, loss of appetite, vomiting","gastritis, skin allergy, urinary tract infection"
8,female,bengal,5.6,"bloated abdomen, fever, nasal discharge, sneezing","upper respiratory infection, worm infestation"
14,male,bengal,3.4,"blood in urine, eye discharge, frequent urination, lethargy, pale gums, red eyes, squinting, weakness","anemia, feline conjunctivitis, urinary tract infection"
4,male,siamese,6.4,"increased thirst, lethargy, pale gums, weakness","anemia, chronic kidney disease"
10,female,indian domestic,3.9,lethargy,anemia
1,male,indian domestic,3.1,"bloated abdomen, diarrhea, dry gums, weight loss","dehydration, worm infestation"
11,female,bengal,6.5,"diarrhea, fever, lethargy, nasal discharge, sneezing, vomiting","feline panleukopenia, upper respiratory infection"
13,male,persian,2.7,"blood in urine, frequent urination, hair loss, itching, lethargy, loss of appetite, painful urination, red skin, vomiting","gastritis, skin allergy, urinary tract infection"
6,male,indian domestic,6.2,"bloated abdomen, diarrhea, hair loss, itching, red skin, weight loss","skin allergy, worm infestation"
14,female,persian,2.7,"dry gums, lethargy, red eyes, squinting, sunken eyes","dehydration, feline conjunctivitis"
3,male,bengal,2.8,"diarrhea, fever, sneezing, vomiting","feline panleukopenia, upper respiratory infection"
6,female,siamese,3.7,"hair loss, itching, red skin",skin allergy
5,female,siamese,5.4,lethargy,gastritis
7,female,indian domestic,3.7,"hair loss, itching",skin allergy
10,female,siamese,6.3,"blood in urine, diarrhea, frequent urination, painful urination, vomiting","feline panleukopenia, urinary tract infection"
15,male,maine coon,2.6,"bloated abdomen, diarrhea, increased thirst, lethargy, weight loss","chronic kidney disease, worm infestation"
13,male,indian domestic,5.1,"blood in urine, frequent urination, hair loss, loss of appetite, vomiting","gastritis, skin allergy, urinary tract infection"
15,male,indian domestic,2.8,"fever, lethargy, nasal discharge, red skin, sneezing","gastritis, skin allergy, upper respiratory infection"
9,male,bengal,5.7,"bloated abdomen, diarrhea, fever, lethargy, vomiting, weight loss","anemia, feline panleukopenia, worm infestation"
3,male,indian domestic,2.8,"bloated abdomen, fever, lethargy, nasal discharge, sneezing, sunken eyes","dehydration, upper respiratory infection, worm infestation"
1,female,bengal,3.5,"blood in urine, painful urination",urinary tract infection
13,female,maine coon,4.7,"diarrhea, fever, lethargy, loss of appetite, vomiting, weight loss","chronic kidney disease, feline panleukopenia, gastritis"
12,female,maine coon,5.5,"dry gums, eye discharge, fever, red eyes, squinting, sunken eyes","dehydration, feline conjunctivitis, upper respiratory infection"
11,male,indian domestic,5.8,"fever, nasal discharge, sneezing",upper respiratory infection
13,female,indian domestic,4.6,"hair loss, itching, loss of appetite, red skin, vomiting","gastritis, skin allergy"
3,female,siamese,5.5,"frequent urination, itching, lethargy, painful urination, pale gums","anemia, skin allergy, urinary tract infection"
3,female,siamese,6.7,"hair loss, itching, red skin, sunken eyes, weight loss","chronic kidney disease, dehydration, skin allergy"
4,female,maine coon,5.9,"blood in urine, frequent urination, hair loss, increased thirst, lethargy, painful urination, weight loss","chronic kidney disease, skin allergy, urinary tract infection"
15,male,maine coon,4.1,"itching, red skin",skin allergy
5,male,maine coon,5.8,"diarrhea, dry gums, lethargy, vomiting","dehydration, feline panleukopenia"
9,male,indian domestic,5.6,"bloated abdomen, diarrhea","feline panleukopenia, worm infestation"
12,female,bengal,4.2,"hair loss, red skin",skin allergy
13,female,persian,5.4,"pale gums, weakness",anemia
11,female,persian,6.5,"diarrhea, vomiting",feline panleukopenia
11,female,bengal,4.5,"diarrhea, lethargy, vomiting, weight loss","feline panleukopenia, worm infestation"
3,female,indian domestic,2.9,weight loss,worm infestation
1,male,persian,3.1,"dry gums, lethargy, sunken eyes",dehydration
6,female,bengal,2.6,"fever, lethargy, loss of appetite, nasal discharge, sneezing, vomiting, weakness","anemia, gastritis, upper respiratory infection"
2,male,bengal,5.1,"fever, increased thirst, lethargy, vomiting, weight loss","chronic kidney disease, feline panleukopenia"
3,female,persian,4.9,"lethargy, loss of appetite, vomiting",gastritis
3,female,siamese,6.8,weight loss,worm infestation
13,female,persian,6.2,"eye discharge, lethargy, red eyes, squinting","feline conjunctivitis, feline panleukopenia"
14,female,maine coon,6.8,"fever, lethargy, loss of appetite, red eyes, squinting, vomiting","feline conjunctivitis, feline panleukopenia, gastritis"
13,male,bengal,3.9,"eye discharge, squinting",feline conjunctivitis
8,male,maine coon,2.5,"dry gums, lethargy, red skin, sunken eyes","anemia, dehydration, skin allergy"
8,female,persian,4.1,"diarrhea, fever, increased thirst, lethargy","chronic kidney disease, feline panleukopenia"
