Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Nasal_Discharge,Eye_Discharge,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Body_Temperature,Heart_Rate,Disease_Prediction
Cat,Oriental,5.7,Male,6.0,weight loss,poor coat,,,146 days,No,Yes,Yes,Yes,Yes,No,No,No,No,38.7°C,170,Inflammatory Bowel Disease
Cat,Sphynx,9.4,Male,4.9,increased appetite,increased thirst,poor coat,,354 days,No,No,No,Yes,No,No,No,No,No,38.9°C,196,Hyperthyroidism
Cat,Russian Blue,3.0,Female,6.0,fever,,fever,,12 days,Yes,No,Yes,No,No,No,No,No,No,40.4°C,133,Upper Respiratory Infection
Cat,Sphynx,9.3,Female,5.1,weight loss,poor coat,,,279 days,No,No,No,Yes,No,No,No,No,No,37.9°C,134,Diabetes Mellitus
Cat,American Shorthair,2.4,Female,4.4,hair loss,red skin,itching,scratching,114 days,No,No,No,No,No,No,No,No,Yes,38.7°C,180,Skin Allergies
Cat,Scottish Fold,4.4,Male,5.1,chronic vomiting,,gas,,57 days,No,No,Yes,Yes,Yes,No,No,No,No,38.3°C,191,Inflammatory Bowel Disease
Cat,Birman,11.4,Male,3.4,nasal discharge,appetite loss,,,9 days,Yes,Yes,Yes,No,No,No,Yes,No,No,40.0°C,177,Upper Respiratory Infection
Cat,British Shorthair,13.8,Female,3.3,weight loss,poor coat,,,331 days,No,No,No,No,No,No,No,No,No,37.9°C,130,Diabetes Mellitus
Cat,Sphynx,3.3,Female,5.7,bad breath,,drooling,,330 days,No,No,No,Yes,No,No,No,No,No,38.1°C,120,Dental Disease
Cat,Bengal,13.8,Male,4.2,increased urination,poor appetite,,vomiting,128 days,No,No,Yes,Yes,No,No,No,No,No,38.5°C,157,Chronic Kidney Disease
Cat,Maine Coon,2.2,Male,9.2,blood in urine,urinating outside box,,crying while urinating,5 days,No,No,No,No,No,No,No,No,No,39.1°C,120,Feline Lower Urinary Tract Disease
Cat,American Shorthair,1.5,Male,6.2,blood in urine,urinating outside box,,,9 days,No,No,No,No,No,No,No,No,No,38.7°C,153,Feline Lower Urinary Tract Disease
Cat,Abyssinian,4.4,Female,4.0,weight loss,enlarged lymph nodes,,enlarged lymph nodes,292 days,No,No,Yes,Yes,Yes,No,No,No,No,38.8°C,178,Feline Leukemia Virus
Cat,Ragdoll,9.9,Female,8.6,diarrhea,lethargy,,,177 days,No,No,Yes,Yes,Yes,No,No,No,No,37.9°C,158,Inflammatory Bowel Disease
Cat,Scottish Fold,3.2,Male,4.1,diarrhea,fever,,,3 days,No,No,No,Yes,Yes,No,No,No,No,38.5°C,162,Gastroenteritis
Cat,British Shorthair,1.0,Female,5.3,high fever,appetite loss,,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,41.1°C,232,Panleukopenia
Cat,American Shorthair,8.7,Male,3.0,increased thirst,,,,43 days,No,No,No,Yes,No,No,No,No,No,38.2°C,192,Chronic Kidney Disease
Cat,Russian Blue,14.9,Male,5.0,hyperactivity,,vomiting,increased thirst,80 days,No,No,No,No,No,No,No,No,No,38.6°C,233,Hyperthyroidism
Cat,Ragdoll,0.8,Male,5.7,hair loss,excessive grooming,,,144 days,No,No,No,Yes,No,No,No,No,Yes,38.8°C,138,Skin Allergies
Cat,Russian Blue,16.5,Male,2.8,lethargy,bad breath,,,52 days,No,No,Yes,No,Yes,No,Yes,No,No,38.5°C,187,Chronic Kidney Disease
Cat,Mixed,2.4,Male,5.6,weight loss,,,,166 days,No,No,Yes,No,No,No,Yes,No,No,38.7°C,156,Feline Leukemia Virus
Cat,Scottish Fold,9.5,Female,3.8,sneezing,lethargy,nasal discharge,,9 days,Yes,Yes,Yes,No,No,No,No,No,No,40.2°C,120,Upper Respiratory Infection
Cat,Ragdoll,4.5,Female,7.8,bad breath,weight loss,bad breath,,127 days,No,No,Yes,No,No,No,No,No,No,38.7°C,139,Dental Disease
Cat,Bengal,6.5,Male,4.3,nasal discharge,lethargy,,,3 days,Yes,Yes,Yes,No,No,No,Yes,No,No,40.4°C,133,Upper Respiratory Infection
Cat,British Shorthair,17.8,Male,4.6,increased urination,poor appetite,,,34 days,No,No,Yes,Yes,No,No,No,No,No,37.6°C,176,Chronic Kidney Disease
Cat,Oriental,4.3,Female,4.5,blood in urine,,blood in urine,frequent urination,9 days,No,No,No,No,No,No,Yes,No,No,39.0°C,190,Feline Lower Urinary Tract Disease
Cat,Bengal,3.7,Female,6.3,lethargy,fever,,,6 days,No,No,Yes,Yes,Yes,No,No,No,No,38.6°C,177,Gastroenteritis
Cat,Persian,10.7,Female,4.9,eye discharge,appetite loss,fever,,9 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,152,Upper Respiratory Infection
Cat,Ragdoll,13.6,Male,5.7,increased appetite,diarrhea,vomiting,increased thirst,283 days,No,No,No,Yes,Yes,No,Yes,No,Yes,38.6°C,197,Hyperthyroidism
Cat,Sphynx,11.0,Male,3.7,increased thirst,vomiting,,,149 days,No,No,Yes,No,No,No,No,No,No,38.5°C,200,Chronic Kidney Disease
Cat,American Shorthair,5.2,Male,5.7,weight loss,lethargy,,,39 days,No,No,No,Yes,No,No,No,No,No,38.4°C,145,Inflammatory Bowel Disease
Cat,Bengal,16.1,Male,3.8,hyperactivity,,weight loss,,308 days,No,Yes,No,Yes,Yes,No,No,No,No,39.5°C,222,Hyperthyroidism
Cat,British Shorthair,10.0,Male,4.4,frequent urination,,,urinating outside box,4 days,No,No,No,No,No,No,No,No,No,38.9°C,123,Feline Lower Urinary Tract Disease
Cat,Russian Blue,1.9,Female,6.8,straining to urinate,,lethargy,,10 days,No,No,No,No,No,No,No,No,No,38.8°C,200,Feline Lower Urinary Tract Disease
Cat,British Shorthair,8.3,Male,6.6,licking genitals,urinating outside box,,,3 days,No,No,Yes,No,No,No,No,No,No,38.3°C,142,Feline Lower Urinary Tract Disease
Cat,Persian,8.2,Female,4.6,sneezing,coughing,fever,,7 days,Yes,Yes,No,Yes,No,No,No,No,No,40.1°C,174,Upper Respiratory Infection
Cat,Scottish Fold,10.2,Male,4.7,increased appetite,lethargy,,,147 days,No,No,No,No,No,No,Yes,No,No,38.0°C,156,Diabetes Mellitus
Cat,Oriental,5.3,Male,4.3,poor appetite,gas,poor appetite,,41 days,No,No,Yes,Yes,Yes,No,No,No,No,37.8°C,177,Inflammatory Bowel Disease
Cat,Maine Coon,10.0,Male,4.3,increased appetite,,weight loss,,154 days,No,No,No,Yes,No,No,No,No,No,38.3°C,184,Diabetes Mellitus
Cat,Persian,2.1,Female,4.3,lethargy,dehydration,,,1 days,No,No,No,Yes,No,No,No,No,No,39.3°C,140,Gastroenteritis
Cat,Domestic Shorthair,11.0,Male,3.6,lethargy,open-mouth breathing,,,133 days,No,No,No,No,No,Yes,Yes,No,No,38.4°C,153,Asthma
Cat,Siamese,4.9,Female,2.9,eye discharge,,fever,,4 days,Yes,Yes,No,No,No,No,No,No,No,40.0°C,125,Upper Respiratory Infection
Cat,Mixed,13.8,Male,4.0,increased thirst,,,,83 days,No,No,No,No,No,No,No,No,No,38.6°C,151,Diabetes Mellitus
Cat,American Shorthair,9.0,Female,5.0,poor appetite,gas,chronic vomiting,,180 days,No,No,Yes,Yes,Yes,No,No,No,No,38.3°C,166,Inflammatory Bowel Disease
Cat,Mixed,10.7,Female,3.4,lethargy,,vomiting,,5 days,No,No,No,Yes,Yes,No,No,No,No,38.8°C,167,Gastroenteritis
Cat,Sphynx,1.1,Female,3.7,frequent urination,urinating outside box,,,4 days,No,No,No,No,No,No,No,No,No,38.7°C,161,Feline Lower Urinary Tract Disease
Cat,British Shorthair,3.2,Male,5.6,pawing at mouth,appetite loss,drooling,,44 days,No,No,Yes,No,No,No,No,No,No,38.7°C,167,Dental Disease
Cat,Sphynx,9.5,Female,5.7,lethargy,appetite loss,,,3 days,No,No,No,Yes,No,No,No,No,No,38.7°C,177,Gastroenteritis
Cat,Mixed,14.9,Female,3.8,hyperactivity,poor coat,,,203 days,No,No,No,No,No,No,No,No,No,38.6°C,228,Hyperthyroidism
Cat,Scottish Fold,1.7,Male,5.8,skin lesions,scabs,,scratching,161 days,No,No,No,No,Yes,No,No,No,Yes,38.2°C,141,Skin Allergies
Cat,Sphynx,2.3,Male,3.6,blood in urine,crying while urinating,licking genitals,,8 days,No,No,Yes,No,Yes,No,No,No,No,38.5°C,185,Feline Lower Urinary Tract Disease
Cat,Maine Coon,8.2,Male,7.4,abdominal pain,appetite loss,abdominal pain,,6 days,No,No,No,Yes,Yes,No,No,No,No,38.7°C,144,Gastroenteritis
Cat,Birman,3.8,Female,5.4,lethargy,fever,vomiting,,7 days,No,No,No,Yes,Yes,No,No,No,No,39.2°C,141,Gastroenteritis
Cat,Mixed,7.2,Female,3.6,bad breath,appetite loss,bleeding gums,,198 days,No,No,Yes,No,No,No,No,No,No,38.7°C,162,Dental Disease
Cat,Mixed,3.1,Female,6.5,bad breath,bleeding gums,pawing at mouth,,176 days,No,No,Yes,No,No,No,No,No,No,38.0°C,188,Dental Disease
Cat,Scottish Fold,8.4,Female,5.0,lethargy,fever,,,6 days,No,No,No,Yes,Yes,No,No,No,No,39.6°C,169,Gastroenteritis
Cat,American Shorthair,14.9,Female,5.4,bad breath,appetite loss,,,275 days,No,No,Yes,No,No,No,No,No,No,38.8°C,152,Dental Disease
Cat,Maine Coon,10.1,Male,7.7,diarrhea,dehydration,,,1 days,No,No,Yes,Yes,Yes,No,No,No,No,39.2°C,126,Gastroenteritis
Cat,Scottish Fold,3.7,Male,4.1,chronic vomiting,,,,46 days,No,No,Yes,Yes,No,No,No,No,No,38.6°C,181,Inflammatory Bowel Disease
Cat,Siamese,7.5,Male,4.3,poor appetite,poor coat,,,171 days,No,No,Yes,No,Yes,No,No,No,No,38.6°C,190,Inflammatory Bowel Disease
Cat,Ragdoll,3.8,Female,8.6,straining to urinate,,,,2 days,No,No,No,Yes,No,No,No,No,No,39.1°C,162,Feline Lower Urinary Tract Disease
Cat,Birman,6.7,Male,6.6,fever,,,fever,8 days,Yes,Yes,Yes,No,No,Yes,No,No,No,39.6°C,198,Upper Respiratory Infection
Cat,Mixed,12.3,Female,4.9,bad breath,bleeding gums,pawing at mouth,,133 days,No,No,Yes,No,No,No,No,No,No,38.4°C,191,Dental Disease
Cat,Mixed,10.3,Male,5.4,increased appetite,lethargy,,,332 days,No,No,No,No,No,Yes,No,No,No,37.9°C,165,Diabetes Mellitus
Cat,Russian Blue,11.8,Male,3.2,weight loss,increased thirst,,,97 days,No,No,No,No,Yes,No,No,No,No,39.0°C,204,Hyperthyroidism
Cat,Oriental,1.9,Male,5.9,blood in urine,,crying while urinating,,4 days,No,No,Yes,No,No,No,No,No,No,39.1°C,153,Feline Lower Urinary Tract Disease
Cat,Abyssinian,11.2,Female,3.2,weight loss,lethargy,,,62 days,Yes,No,Yes,Yes,Yes,No,No,No,No,38.4°C,148,Inflammatory Bowel Disease
Cat,Mixed,5.2,Female,6.3,scratching,red skin,skin lesions,excessive grooming,55 days,No,No,No,No,No,No,No,No,Yes,38.4°C,140,Skin Allergies
Cat,Birman,4.4,Female,3.8,poor appetite,gas,gas,,31 days,No,No,Yes,Yes,Yes,No,No,No,No,38.4°C,179,Inflammatory Bowel Disease
Cat,Siamese,4.1,Male,4.0,itching,excessive grooming,scabs,,27 days,No,No,Yes,No,No,No,No,No,Yes,38.7°C,131,Skin Allergies
Cat,American Shorthair,7.0,Female,4.3,scratching,scabs,,,160 days,No,No,No,No,No,No,No,No,Yes,38.5°C,185,Skin Allergies
Cat,Bengal,9.8,Male,5.4,itching,,,,157 days,No,No,No,No,No,No,No,No,Yes,38.2°C,150,Skin Allergies
Cat,Mixed,12.5,Male,3.2,lethargy,,,,170 days,No,No,Yes,Yes,No,No,No,No,No,38.0°C,200,Chronic Kidney Disease
Cat,British Shorthair,13.8,Female,4.9,coughing,open-mouth breathing,open-mouth breathing,,187 days,No,No,Yes,No,No,Yes,Yes,No,No,38.7°C,161,Asthma
Cat,Bengal,11.0,Female,5.6,nasal discharge,,,,11 days,Yes,Yes,No,Yes,No,Yes,No,No,No,40.2°C,141,Upper Respiratory Infection
Cat,Sphynx,9.3,Female,4.8,frequent urination,crying while urinating,straining to urinate,urinating outside box,4 days,No,No,No,No,No,No,Yes,No,No,38.9°C,126,Feline Lower Urinary Tract Disease
Cat,Siamese,3.4,Female,4.2,eye discharge,appetite loss,coughing,,13 days,Yes,Yes,Yes,Yes,No,Yes,No,No,No,40.1°C,126,Upper Respiratory Infection
Cat,Birman,7.9,Female,6.4,itching,,hair loss,excessive grooming,69 days,No,No,Yes,No,No,No,No,No,Yes,38.3°C,184,Skin Allergies
Cat,Oriental,1.6,Female,5.3,straining to urinate,lethargy,,,4 days,No,No,No,Yes,No,No,No,No,No,38.4°C,182,Feline Lower Urinary Tract Disease
Cat,American Shorthair,11.8,Male,3.7,increased thirst,,,,164 days,Yes,No,No,No,No,No,No,No,No,38.4°C,156,Diabetes Mellitus
Cat,Birman,1.3,Female,3.5,high fever,dehydration,,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,40.8°C,191,Panleukopenia
Cat,Russian Blue,7.0,Male,5.5,blood in urine,urinating outside box,,,2 days,No,No,Yes,No,No,No,No,No,No,38.8°C,172,Feline Lower Urinary Tract Disease
Cat,Ragdoll,7.4,Male,6.2,increased appetite,lethargy,increased thirst,,201 days,No,No,No,No,No,No,No,No,No,38.7°C,131,Diabetes Mellitus
Cat,Birman,4.1,Female,4.4,diarrhea,dehydration,appetite loss,,3 days,No,No,Yes,No,No,No,No,No,No,39.5°C,140,Gastroenteritis
Cat,Oriental,2.6,Male,5.2,vomiting,fever,diarrhea,,5 days,No,No,No,Yes,Yes,No,No,No,No,38.8°C,167,Gastroenteritis
Cat,Scottish Fold,16.5,Male,5.0,lethargy,poor appetite,,,127 days,No,Yes,Yes,No,No,No,No,No,No,37.8°C,190,Chronic Kidney Disease
Cat,American Shorthair,8.1,Male,5.7,labored breathing,open-mouth breathing,open-mouth breathing,,266 days,No,No,No,Yes,No,Yes,Yes,No,No,38.8°C,137,Asthma
Cat,Maine Coon,3.3,Male,6.1,frequent urination,lethargy,,,10 days,No,No,No,No,No,No,No,No,No,39.0°C,136,Feline Lower Urinary Tract Disease
Cat,Ragdoll,4.3,Male,7.3,nasal discharge,,,,5 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,170,Upper Respiratory Infection
Cat,Russian Blue,4.5,Male,5.6,lethargy,appetite loss,,,5 days,No,No,Yes,Yes,Yes,No,No,No,No,39.5°C,180,Gastroenteritis
Cat,Domestic Shorthair,1.3,Male,4.2,severe diarrhea,,lethargy,,7 days,No,No,Yes,Yes,Yes,No,No,No,No,40.0°C,183,Panleukopenia
Cat,Scottish Fold,19.6,Female,4.2,lethargy,vomiting,,,69 days,No,No,Yes,Yes,No,No,No,No,No,38.1°C,175,Chronic Kidney Disease
Cat,Ragdoll,14.9,Female,4.3,lethargy,poor appetite,lethargy,,78 days,No,No,Yes,No,Yes,No,No,No,No,37.7°C,163,Chronic Kidney Disease
Cat,Scottish Fold,3.6,Female,4.1,itching,red skin,excessive grooming,excessive grooming,39 days,No,No,No,No,No,No,No,No,Yes,38.2°C,145,Skin Allergies
Cat,Oriental,14.0,Male,5.1,weight loss,lethargy,weakness,,302 days,No,No,No,No,Yes,No,No,No,No,38.5°C,183,Diabetes Mellitus
Cat,Abyssinian,11.8,Female,3.3,weight loss,poor appetite,,,98 days,No,No,No,Yes,Yes,No,No,No,No,37.9°C,169,Chronic Kidney Disease
Cat,American Shorthair,11.6,Female,3.5,hair loss,,,,19 days,No,No,No,No,No,No,No,No,Yes,38.6°C,196,Skin Allergies
Cat,Oriental,7.1,Female,5.0,diarrhea,,vomiting,,3 days,No,No,No,No,Yes,No,No,No,No,39.7°C,189,Gastroenteritis
Cat,Ragdoll,9.5,Male,7.9,frequent urination,crying while urinating,straining to urinate,,8 days,No,No,Yes,No,No,No,No,No,No,39.1°C,165,Feline Lower Urinary Tract Disease
Cat,Maine Coon,1.4,Male,7.8,hair loss,excessive grooming,,hair loss,59 days,No,No,No,No,No,No,No,No,Yes,38.5°C,140,Skin Allergies
Cat,Mixed,8.5,Male,4.6,scratching,,,,161 days,No,No,No,No,Yes,No,No,No,Yes,38.5°C,165,Skin Allergies
Cat,Domestic Shorthair,14.2,Female,4.0,drooling,bleeding gums,bad breath,,107 days,No,No,No,Yes,No,No,No,No,No,38.5°C,149,Dental Disease
Cat,Birman,11.8,Male,4.1,coughing,rapid breathing,wheezing,,196 days,No,No,Yes,No,No,Yes,Yes,No,No,38.7°C,151,Asthma
Cat,Birman,19.6,Female,4.0,increased urination,vomiting,,,143 days,No,No,No,Yes,Yes,No,No,No,No,38.5°C,148,Chronic Kidney Disease
Cat,Ragdoll,5.7,Male,6.7,bad breath,weight loss,weight loss,bad breath,291 days,No,No,No,Yes,No,No,No,No,No,38.4°C,139,Dental Disease
Cat,Abyssinian,18.6,Male,3.3,increased urination,poor appetite,bad breath,,97 days,No,No,Yes,Yes,No,No,No,No,No,38.8°C,139,Chronic Kidney Disease
Cat,Maine Coon,9.6,Male,7.7,nasal discharge,appetite loss,coughing,,13 days,No,Yes,Yes,No,No,Yes,Yes,No,No,39.8°C,167,Upper Respiratory Infection
Cat,Mixed,3.2,Female,6.6,licking genitals,crying while urinating,,,10 days,No,No,No,No,No,No,No,No,No,38.6°C,135,Feline Lower Urinary Tract Disease
Cat,Abyssinian,1.1,Male,4.1,licking genitals,,crying while urinating,,12 days,No,No,No,No,No,No,No,No,No,38.5°C,129,Feline Lower Urinary Tract Disease
Cat,Mixed,7.4,Male,5.0,bad breath,,appetite loss,,249 days,No,No,Yes,No,No,No,No,No,No,38.6°C,127,Dental Disease
Cat,Persian,8.2,Male,3.6,weight loss,,vomiting,,105 days,No,No,No,Yes,No,No,No,No,No,39.0°C,182,Hyperthyroidism
Cat,Scottish Fold,7.9,Female,3.2,increased appetite,,poor coat,,254 days,No,No,Yes,No,No,No,No,No,No,38.2°C,146,Diabetes Mellitus
Cat,Russian Blue,2.8,Female,5.4,skin lesions,excessive grooming,,,162 days,No,No,No,Yes,No,No,No,No,Yes,38.3°C,156,Skin Allergies
Cat,Bengal,10.3,Female,3.9,increased appetite,weakness,,,252 days,No,No,No,No,No,No,No,No,No,38.2°C,124,Diabetes Mellitus
Cat,Abyssinian,0.8,Male,3.4,diarrhea,dehydration,,,3 days,No,No,No,Yes,Yes,No,No,No,No,38.8°C,146,Gastroenteritis
Cat,Abyssinian,10.8,Female,3.3,nasal discharge,lethargy,,,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.8°C,156,Upper Respiratory Infection
Cat,Sphynx,10.9,Male,3.4,weight loss,poor appetite,bad breath,,108 days,No,No,No,Yes,No,No,No,No,No,38.1°C,148,Chronic Kidney Disease
Cat,British Shorthair,3.4,Female,5.3,blood in urine,,,,8 days,No,No,No,Yes,No,No,No,No,No,39.1°C,132,Feline Lower Urinary Tract Disease
Cat,Siamese,12.0,Male,4.5,vomiting,dehydration,fever,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,39.5°C,124,Gastroenteritis
Cat,Persian,3.7,Female,4.6,vomiting,,dehydration,,1 days,No,No,Yes,Yes,Yes,No,No,No,No,39.2°C,196,Gastroenteritis
Cat,Abyssinian,15.2,Female,4.2,lethargy,vomiting,vomiting,,47 days,No,No,Yes,Yes,No,No,Yes,No,No,38.0°C,146,Chronic Kidney Disease
Cat,Maine Coon,1.3,Male,5.8,severe diarrhea,,,,4 days,No,No,Yes,Yes,Yes,No,No,No,No,41.2°C,205,Panleukopenia
Cat,Scottish Fold,3.4,Male,6.4,drooling,weight loss,,,328 days,No,No,No,Yes,No,No,No,No,No,38.8°C,158,Dental Disease
Cat,Abyssinian,2.3,Male,4.3,abdominal pain,dehydration,,,3 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,149,Gastroenteritis
Cat,Persian,5.1,Male,4.8,nasal discharge,coughing,,,9 days,Yes,Yes,No,No,No,No,No,No,No,39.6°C,181,Upper Respiratory Infection
Cat,Abyssinian,3.2,Female,4.2,frequent urination,,,blood in urine,13 days,No,No,No,Yes,Yes,No,No,No,No,38.8°C,178,Feline Lower Urinary Tract Disease
Cat,Oriental,1.5,Male,6.2,nasal discharge,,sneezing,,14 days,Yes,Yes,No,No,No,No,No,No,No,40.0°C,153,Upper Respiratory Infection
Cat,American Shorthair,19.0,Male,2.8,increased urination,poor appetite,,,67 days,No,No,Yes,Yes,No,No,No,No,No,38.5°C,156,Chronic Kidney Disease
Cat,Mixed,11.5,Male,5.1,poor appetite,lethargy,chronic vomiting,,52 days,No,No,Yes,Yes,Yes,No,No,No,No,38.4°C,129,Inflammatory Bowel Disease
Cat,Persian,10.9,Female,3.0,increased appetite,poor coat,,diarrhea,188 days,No,No,No,No,No,No,Yes,No,No,38.9°C,196,Hyperthyroidism
Cat,Scottish Fold,2.6,Female,3.8,diarrhea,,,,3 days,No,No,No,Yes,No,No,No,No,No,38.8°C,157,Gastroenteritis
Cat,Bengal,0.5,Male,6.0,lethargy,,,vomiting,4 days,No,No,Yes,Yes,Yes,No,No,No,No,40.9°C,237,Panleukopenia
Cat,Sphynx,2.3,Male,6.4,lethargy,,,lethargy,3 days,No,No,Yes,Yes,Yes,No,No,No,No,38.7°C,167,Gastroenteritis
Cat,Mixed,7.4,Male,3.1,increased appetite,,,,327 days,No,No,No,No,No,No,No,No,No,38.8°C,125,Diabetes Mellitus
Cat,Siamese,14.6,Female,3.0,hyperactivity,,,,335 days,No,Yes,No,Yes,No,No,Yes,No,Yes,39.4°C,186,Hyperthyroidism
Cat,Maine Coon,6.2,Male,6.4,coughing,exercise intolerance,,,216 days,No,No,No,Yes,No,Yes,Yes,No,No,38.2°C,159,Asthma
Cat,Domestic Shorthair,1.3,Male,4.7,infections,enlarged lymph nodes,,fever,227 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,157,Feline Leukemia Virus
Cat,Siamese,7.4,Male,3.6,straining to urinate,,,,2 days,No,No,No,No,No,No,No,No,No,39.1°C,134,Feline Lower Urinary Tract Disease
Cat,Domestic Shorthair,2.5,Female,5.9,eye discharge,appetite loss,,,14 days,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,164,Upper Respiratory Infection
Cat,Birman,6.7,Male,4.0,itching,,hair loss,hair loss,76 days,No,No,No,Yes,No,No,No,No,Yes,38.5°C,192,Skin Allergies
Cat,Persian,4.2,Male,5.0,infections,fever,lethargy,lethargy,316 days,No,No,Yes,No,Yes,No,No,No,No,38.7°C,200,Feline Leukemia Virus
Cat,Mixed,3.5,Female,4.6,labored breathing,rapid breathing,,,82 days,No,No,No,No,No,Yes,Yes,No,No,38.3°C,143,Asthma
Cat,American Shorthair,13.3,Male,4.0,weight loss,poor coat,,,82 days,No,No,No,Yes,Yes,No,No,No,No,38.8°C,229,Hyperthyroidism
Cat,Maine Coon,9.2,Female,8.1,sneezing,appetite loss,,lethargy,6 days,Yes,Yes,No,No,No,No,No,No,No,39.9°C,171,Upper Respiratory Infection
Cat,Oriental,11.5,Male,3.9,increased urination,lethargy,,,319 days,No,No,No,No,No,No,Yes,No,No,37.9°C,197,Diabetes Mellitus
Cat,British Shorthair,2.3,Female,5.3,eye discharge,,,,10 days,Yes,Yes,No,No,No,No,No,No,No,39.8°C,155,Upper Respiratory Infection
Cat,Scottish Fold,12.1,Male,6.3,sneezing,coughing,,,13 days,Yes,Yes,Yes,No,No,Yes,No,No,No,39.8°C,197,Upper Respiratory Infection
Cat,Russian Blue,10.6,Female,4.2,vomiting,,,,4 days,No,No,No,Yes,Yes,No,No,No,No,38.8°C,191,Gastroenteritis
Cat,American Shorthair,10.6,Male,5.7,hair loss,scabs,,,135 days,No,No,No,No,No,No,No,No,Yes,38.3°C,121,Skin Allergies
Cat,Ragdoll,10.3,Male,8.3,fever,,appetite loss,,13 days,Yes,No,No,No,No,Yes,No,No,No,40.2°C,157,Upper Respiratory Infection
Cat,American Shorthair,13.0,Male,4.2,weight loss,increased thirst,,,77 days,Yes,No,No,Yes,No,Yes,No,No,No,38.8°C,218,Hyperthyroidism
Cat,Persian,5.4,Female,6.0,licking genitals,urinating outside box,,licking genitals,4 days,No,No,Yes,No,No,No,No,No,No,38.5°C,143,Feline Lower Urinary Tract Disease
Cat,Persian,3.7,Female,6.5,eye discharge,coughing,,,9 days,Yes,Yes,No,No,No,No,Yes,No,No,40.0°C,160,Upper Respiratory Infection
Cat,Domestic Shorthair,14.5,Male,4.6,nasal discharge,,appetite loss,sneezing,3 days,Yes,Yes,No,No,No,Yes,No,No,No,40.1°C,179,Upper Respiratory Infection
Cat,Sphynx,13.4,Female,3.8,hyperactivity,increased thirst,diarrhea,,152 days,No,No,No,Yes,No,No,No,No,No,38.9°C,185,Hyperthyroidism
Cat,Persian,17.2,Female,4.2,hyperactivity,diarrhea,,,197 days,No,No,No,Yes,Yes,No,No,No,No,38.6°C,230,Hyperthyroidism
Cat,Siamese,10.0,Female,4.8,pawing at mouth,,,difficulty eating,48 days,No,No,Yes,No,No,No,No,No,No,38.2°C,186,Dental Disease
Cat,Maine Coon,11.3,Female,7.1,scratching,scabs,,,136 days,No,No,No,No,No,No,No,No,Yes,38.3°C,147,Skin Allergies
Cat,Birman,6.1,Male,5.9,itching,excessive grooming,,,62 days,No,No,No,No,No,No,No,No,Yes,38.1°C,159,Skin Allergies
Cat,Domestic Shorthair,2.1,Female,5.1,lethargy,appetite loss,,vomiting,5 days,No,No,Yes,Yes,Yes,No,No,No,No,39.7°C,163,Gastroenteritis
Cat,Birman,6.7,Male,4.7,abdominal pain,,,,5 days,No,No,No,No,Yes,No,No,No,No,39.6°C,182,Gastroenteritis
Cat,Birman,16.8,Female,3.1,increased thirst,vomiting,,,179 days,No,No,Yes,No,No,No,No,No,No,38.3°C,177,Chronic Kidney Disease
Cat,Bengal,11.2,Male,5.8,hair loss,excessive grooming,scabs,skin lesions,141 days,No,No,No,No,No,No,No,No,Yes,38.3°C,175,Skin Allergies
Cat,Siamese,9.9,Male,4.6,bad breath,,weight loss,,41 days,No,No,No,No,No,No,No,No,No,38.0°C,160,Dental Disease
Cat,Domestic Shorthair,11.1,Female,5.0,abdominal pain,,abdominal pain,,5 days,No,No,Yes,Yes,Yes,No,No,No,No,39.5°C,135,Gastroenteritis
Cat,Oriental,1.1,Male,6.4,licking genitals,lethargy,frequent urination,,13 days,No,No,No,No,No,No,No,No,No,38.4°C,137,Feline Lower Urinary Tract Disease
Cat,Birman,0.4,Female,3.6,high fever,,severe diarrhea,vomiting,3 days,No,No,Yes,Yes,Yes,No,No,No,No,40.8°C,235,Panleukopenia
Cat,Domestic Shorthair,2.3,Female,5.2,wheezing,,,,195 days,No,No,Yes,No,No,Yes,Yes,No,No,38.0°C,137,Asthma
Cat,Mixed,8.7,Male,3.7,difficulty eating,appetite loss,appetite loss,,32 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,199,Dental Disease
Cat,Bengal,9.9,Female,4.1,labored breathing,open-mouth breathing,,,66 days,Yes,No,No,No,No,Yes,Yes,No,No,38.7°C,185,Asthma
Cat,British Shorthair,8.3,Female,4.9,scratching,excessive grooming,excessive grooming,,25 days,No,No,No,No,No,No,No,No,Yes,38.1°C,188,Skin Allergies
Cat,British Shorthair,6.4,Female,6.4,anemia,,enlarged lymph nodes,anemia,335 days,No,No,No,Yes,Yes,Yes,No,No,No,39.3°C,135,Feline Leukemia Virus
